x,y1,y2,y3
0.02,,1.25E-01,1.46E-01
0.022,,1.37E-01,1.60E-01
0.024,,1.49E-01,1.74E-01
0.026,,1.61E-01,1.89E-01
0.028,,1.74E-01,2.02E-01
0.03,,1.86E-01,2.16E-01
0.032,,1.98E-01,2.30E-01
0.034,,2.09E-01,2.43E-01
0.036,,2.21E-01,2.57E-01
0.038,,2.33E-01,2.70E-01
0.04,,2.44E-01,2.83E-01
0.042,,2.56E-01,2.96E-01
0.044,,2.67E-01,3.08E-01
0.046,,2.79E-01,3.21E-01
0.048,,2.90E-01,3.33E-01
0.05,,3.01E-01,3.45E-01
0.052,,3.12E-01,3.57E-01
0.054,,3.22E-01,3.69E-01
0.056,,3.33E-01,3.80E-01
0.058,,3.44E-01,3.92E-01
0.06,,3.54E-01,4.03E-01
0.062,,3.64E-01,4.13E-01
0.064,,3.74E-01,4.24E-01
0.066,,3.84E-01,4.34E-01
0.068,,3.94E-01,4.44E-01
0.07,,4.04E-01,4.54E-01
0.072,,4.13E-01,4.63E-01
0.074,,4.23E-01,4.73E-01
0.076,,4.32E-01,4.82E-01
0.078,,4.41E-01,4.90E-01
0.08,,4.50E-01,4.99E-01
0.082,,4.58E-01,5.07E-01
0.084,,4.67E-01,5.15E-01
0.086,,4.75E-01,5.23E-01
0.088,,4.83E-01,5.30E-01
0.09,,4.91E-01,5.37E-01
0.092,,4.99E-01,5.44E-01
0.094,,5.07E-01,5.50E-01
0.096,,5.14E-01,5.57E-01
0.098,,5.21E-01,5.63E-01
0.1,,5.28E-01,5.69E-01
0.102,,5.35E-01,5.74E-01
0.104,,5.42E-01,5.79E-01
0.106,,5.48E-01,5.84E-01
0.108,,5.54E-01,5.89E-01
0.11,,5.60E-01,5.93E-01
0.112,,5.66E-01,5.97E-01
0.114,,5.72E-01,6.01E-01
0.116,,5.77E-01,6.05E-01
0.118,,5.82E-01,6.08E-01
0.12,,5.87E-01,6.12E-01
0.122,,5.92E-01,6.14E-01
0.124,,5.97E-01,6.17E-01
0.126,,6.01E-01,6.19E-01
0.128,,6.06E-01,6.22E-01
0.13,,6.10E-01,6.24E-01
0.132,,6.14E-01,6.25E-01
0.134,,6.17E-01,6.27E-01
0.136,,6.21E-01,6.28E-01
0.138,,6.24E-01,6.29E-01
0.14,,6.27E-01,6.30E-01
0.142,,6.30E-01,6.31E-01
0.144,,6.33E-01,6.31E-01
0.146,,6.35E-01,6.32E-01
0.148,,6.37E-01,6.32E-01
0.15,,6.39E-01,6.32E-01
0.152,,6.41E-01,6.31E-01
0.154,,6.43E-01,6.31E-01
0.156,,6.45E-01,6.30E-01
0.158,,6.46E-01,6.30E-01
0.16,,6.47E-01,6.29E-01
0.162,,6.48E-01,6.28E-01
0.164,,6.49E-01,6.27E-01
0.166,,6.50E-01,6.25E-01
0.168,,6.50E-01,6.24E-01
0.17,,6.51E-01,6.23E-01
0.172,,6.51E-01,6.21E-01
0.174,,6.51E-01,6.19E-01
0.176,,6.51E-01,6.17E-01
0.178,,6.50E-01,6.16E-01
0.18,,6.50E-01,6.14E-01
0.182,,6.49E-01,6.12E-01
0.184,,6.49E-01,6.09E-01
0.186,,6.48E-01,6.07E-01
0.188,,6.47E-01,6.05E-01
0.19,,6.46E-01,6.03E-01
0.192,,6.44E-01,6.00E-01
0.194,,6.43E-01,5.98E-01
0.196,,6.41E-01,5.95E-01
0.198,,6.40E-01,5.93E-01
0.2,,6.38E-01,5.90E-01
0.202,,6.36E-01,5.88E-01
0.204,,6.34E-01,5.85E-01
0.206,,6.32E-01,5.83E-01
0.208,,6.30E-01,5.80E-01
0.21,,6.27E-01,5.78E-01
0.212,,6.25E-01,5.75E-01
0.214,,6.22E-01,5.72E-01
0.216,,6.20E-01,5.70E-01
0.218,,6.17E-01,5.67E-01
0.22,,6.14E-01,5.65E-01
0.222,,6.12E-01,5.62E-01
0.224,,6.09E-01,5.60E-01
0.226,,6.06E-01,5.57E-01
0.228,,6.03E-01,5.55E-01
0.23,,6.00E-01,5.52E-01
0.232,,5.96E-01,5.50E-01
0.234,,5.93E-01,5.48E-01
0.236,,5.90E-01,5.45E-01
0.238,,5.86E-01,5.43E-01
0.24,,5.83E-01,5.41E-01
0.242,,5.80E-01,5.39E-01
0.244,,5.76E-01,5.37E-01
0.246,,5.73E-01,5.34E-01
0.248,,5.69E-01,5.32E-01
0.25,,5.66E-01,5.30E-01
0.252,,5.62E-01,5.28E-01
0.254,,5.59E-01,5.26E-01
0.256,,5.55E-01,5.25E-01
0.258,,5.51E-01,5.23E-01
0.26,,5.48E-01,5.21E-01
0.262,,5.44E-01,5.19E-01
0.264,,5.40E-01,5.17E-01
0.266,,5.37E-01,5.16E-01
0.268,,5.33E-01,5.14E-01
0.27,,5.30E-01,5.13E-01
0.272,,5.26E-01,5.11E-01
0.274,,5.22E-01,5.10E-01
0.276,,5.19E-01,5.08E-01
0.278,,5.15E-01,5.07E-01
0.28,,5.12E-01,5.05E-01
0.282,,5.08E-01,5.04E-01
0.284,,5.05E-01,5.03E-01
0.286,,5.01E-01,5.02E-01
0.288,,4.98E-01,5.00E-01
0.29,,4.94E-01,4.99E-01
0.292,,4.91E-01,4.98E-01
0.294,,4.88E-01,4.97E-01
0.296,,4.85E-01,4.96E-01
0.298,,4.81E-01,4.95E-01
0.3,,4.78E-01,4.94E-01
0.302,,4.75E-01,4.93E-01
0.304,,4.72E-01,4.91E-01
0.306,,4.69E-01,4.90E-01
0.308,,4.66E-01,4.89E-01
0.31,,4.63E-01,4.88E-01
0.312,,4.60E-01,4.87E-01
0.314,,4.57E-01,4.86E-01
0.316,,4.54E-01,4.85E-01
0.318,,4.52E-01,4.84E-01
0.32,,4.49E-01,4.83E-01
0.322,,4.47E-01,4.82E-01
0.324,,4.44E-01,4.81E-01
0.326,,4.42E-01,4.80E-01
0.328,,4.39E-01,4.79E-01
0.33,,4.37E-01,4.78E-01
0.332,,4.34E-01,4.77E-01
0.334,,4.32E-01,4.76E-01
0.336,,4.30E-01,4.75E-01
0.338,,4.28E-01,4.74E-01
0.34,,4.26E-01,4.73E-01
0.342,,4.24E-01,4.71E-01
0.344,,4.22E-01,4.70E-01
0.346,,4.20E-01,4.69E-01
0.348,,4.19E-01,4.68E-01
0.35,,4.17E-01,4.66E-01
0.352,,4.15E-01,4.65E-01
0.354,,4.14E-01,4.64E-01
0.356,,4.12E-01,4.62E-01
0.358,,4.11E-01,4.61E-01
0.36,,4.10E-01,4.59E-01
0.362,,4.08E-01,4.58E-01
0.364,,4.07E-01,4.56E-01
0.366,,4.06E-01,4.55E-01
0.368,,4.05E-01,4.53E-01
0.37,,4.04E-01,4.52E-01
0.372,,4.03E-01,4.50E-01
0.374,,4.02E-01,4.48E-01
0.376,,4.01E-01,4.47E-01
0.378,,4.00E-01,4.45E-01
0.38,,3.99E-01,4.43E-01
0.382,,3.99E-01,4.41E-01
0.384,,3.98E-01,4.39E-01
0.386,,3.97E-01,4.38E-01
0.388,,3.97E-01,4.36E-01
0.39,,3.96E-01,4.34E-01
0.392,,3.96E-01,4.32E-01
0.394,,3.95E-01,4.30E-01
0.396,,3.95E-01,4.28E-01
0.398,,3.95E-01,4.26E-01
0.4,,3.94E-01,4.24E-01
0.402,,3.94E-01,4.22E-01
0.404,,3.94E-01,4.20E-01
0.406,,3.94E-01,4.17E-01
0.408,,3.94E-01,4.15E-01
0.41,,3.93E-01,4.13E-01
0.412,,3.93E-01,4.11E-01
0.414,,3.93E-01,4.09E-01
0.416,,3.93E-01,4.07E-01
0.418,,3.93E-01,4.05E-01
0.42,,3.93E-01,4.03E-01
0.422,,3.93E-01,4.01E-01
0.424,,3.94E-01,3.99E-01
0.426,,3.94E-01,3.96E-01
0.428,,3.94E-01,3.94E-01
0.43,,3.94E-01,3.92E-01
0.432,,3.94E-01,3.90E-01
0.434,,3.94E-01,3.88E-01
0.436,,3.94E-01,3.86E-01
0.438,,3.95E-01,3.84E-01
0.44,,3.95E-01,3.82E-01
0.442,,3.95E-01,3.81E-01
0.444,,3.95E-01,3.79E-01
0.446,,3.96E-01,3.77E-01
0.448,,3.96E-01,3.75E-01
0.45,,3.96E-01,3.73E-01
0.452,,3.96E-01,3.72E-01
0.454,,3.97E-01,3.70E-01
0.456,,3.97E-01,3.68E-01
0.458,,3.97E-01,3.67E-01
0.46,,3.97E-01,3.65E-01
0.462,,3.97E-01,3.64E-01
0.464,,3.98E-01,3.63E-01
0.466,,3.98E-01,3.61E-01
0.468,,3.98E-01,3.60E-01
0.47,,3.98E-01,3.59E-01
0.472,,3.99E-01,3.58E-01
0.474,,3.99E-01,3.57E-01
0.476,,3.99E-01,3.56E-01
0.478,,3.99E-01,3.55E-01
0.48,,3.99E-01,3.54E-01
0.482,,3.99E-01,3.53E-01
0.484,,4.00E-01,3.53E-01
0.486,,4.00E-01,3.52E-01
0.488,,4.00E-01,3.51E-01
0.49,,4.00E-01,3.51E-01
0.492,,4.00E-01,3.51E-01
0.494,,4.00E-01,3.50E-01
0.496,,4.00E-01,3.50E-01
0.498,,4.00E-01,3.50E-01
0.5,,4.00E-01,3.50E-01
0.502,,4.00E-01,3.50E-01
0.504,,4.00E-01,3.50E-01
0.506,,4.00E-01,3.50E-01
0.508,,4.00E-01,3.51E-01
0.51,,4.00E-01,3.51E-01
0.512,,4.00E-01,3.51E-01
0.514,,4.00E-01,3.52E-01
0.516,,4.00E-01,3.53E-01
0.518,,3.99E-01,3.53E-01
0.52,,3.99E-01,3.54E-01
0.522,,3.99E-01,3.55E-01
0.524,,3.99E-01,3.56E-01
0.526,,3.99E-01,3.57E-01
0.528,,3.99E-01,3.58E-01
0.53,,3.98E-01,3.59E-01
0.532,,3.98E-01,3.60E-01
0.534,,3.98E-01,3.61E-01
0.536,,3.98E-01,3.63E-01
0.538,,3.97E-01,3.64E-01
0.54,,3.97E-01,3.65E-01
0.542,,3.97E-01,3.67E-01
0.544,,3.97E-01,3.68E-01
0.546,,3.97E-01,3.70E-01
0.548,,3.96E-01,3.72E-01
0.55,,3.96E-01,3.73E-01
0.552,,3.96E-01,3.75E-01
0.554,,3.96E-01,3.77E-01
0.556,,3.95E-01,3.79E-01
0.558,,3.95E-01,3.81E-01
0.56,,3.95E-01,3.82E-01
0.562,,3.95E-01,3.84E-01
0.564,,3.94E-01,3.86E-01
0.566,,3.94E-01,3.88E-01
0.568,,3.94E-01,3.90E-01
0.57,,3.94E-01,3.92E-01
0.572,,3.94E-01,3.94E-01
0.574,,3.94E-01,3.96E-01
0.576,,3.94E-01,3.99E-01
0.578,,3.93E-01,4.01E-01
0.58,,3.93E-01,4.03E-01
0.582,,3.93E-01,4.05E-01
0.584,,3.93E-01,4.07E-01
0.586,,3.93E-01,4.09E-01
0.588,,3.93E-01,4.11E-01
0.59,,3.93E-01,4.13E-01
0.592,,3.94E-01,4.15E-01
0.594,,3.94E-01,4.17E-01
0.596,,3.94E-01,4.20E-01
0.598,,3.94E-01,4.22E-01
0.6,,3.94E-01,4.24E-01
0.602,,3.95E-01,4.26E-01
0.604,,3.95E-01,4.28E-01
0.606,,3.95E-01,4.30E-01
0.608,,3.96E-01,4.32E-01
0.61,,3.96E-01,4.34E-01
0.612,,3.97E-01,4.36E-01
0.614,,3.97E-01,4.38E-01
0.616,,3.98E-01,4.39E-01
0.618,,3.99E-01,4.41E-01
0.62,,3.99E-01,4.43E-01
0.622,,4.00E-01,4.45E-01
0.624,,4.01E-01,4.47E-01
0.626,,4.02E-01,4.48E-01
0.628,,4.03E-01,4.50E-01
0.63,,4.04E-01,4.52E-01
0.632,,4.05E-01,4.53E-01
0.634,,4.06E-01,4.55E-01
0.636,,4.07E-01,4.56E-01
0.638,,4.08E-01,4.58E-01
0.64,,4.10E-01,4.59E-01
0.642,,4.11E-01,4.61E-01
0.644,,4.12E-01,4.62E-01
0.646,,4.14E-01,4.64E-01
0.648,,4.15E-01,4.65E-01
0.65,,4.17E-01,4.66E-01
0.652,,4.19E-01,4.68E-01
0.654,,4.20E-01,4.69E-01
0.656,,4.22E-01,4.70E-01
0.658,,4.24E-01,4.71E-01
0.66,,4.26E-01,4.73E-01
0.662,,4.28E-01,4.74E-01
0.664,,4.30E-01,4.75E-01
0.666,,4.32E-01,4.76E-01
0.668,,4.34E-01,4.77E-01
0.67,,4.37E-01,4.78E-01
0.672,,4.39E-01,4.79E-01
0.674,,4.42E-01,4.80E-01
0.676,,4.44E-01,4.81E-01
0.678,,4.47E-01,4.82E-01
0.68,,4.49E-01,4.83E-01
0.682,,4.52E-01,4.84E-01
0.684,,4.54E-01,4.85E-01
0.686,,4.57E-01,4.86E-01
0.688,,4.60E-01,4.87E-01
0.69,,4.63E-01,4.88E-01
0.692,,4.66E-01,4.89E-01
0.694,,4.69E-01,4.90E-01
0.696,,4.72E-01,4.91E-01
0.698,,4.75E-01,4.93E-01
0.7,,4.78E-01,4.94E-01
0.702,,4.81E-01,4.95E-01
0.704,,4.85E-01,4.96E-01
0.706,,4.88E-01,4.97E-01
0.708,,4.91E-01,4.98E-01
0.71,,4.94E-01,4.99E-01
0.712,,4.98E-01,5.00E-01
0.714,,5.01E-01,5.02E-01
0.716,,5.05E-01,5.03E-01
0.718,,5.08E-01,5.04E-01
0.72,,5.12E-01,5.05E-01
0.722,,5.15E-01,5.07E-01
0.724,,5.19E-01,5.08E-01
0.726,,5.22E-01,5.10E-01
0.728,,5.26E-01,5.11E-01
0.73,,5.30E-01,5.13E-01
0.732,,5.33E-01,5.14E-01
0.734,,5.37E-01,5.16E-01
0.736,,5.40E-01,5.17E-01
0.738,,5.44E-01,5.19E-01
0.74,,5.48E-01,5.21E-01
0.742,,5.51E-01,5.23E-01
0.744,,5.55E-01,5.25E-01
0.746,,5.59E-01,5.26E-01
0.748,,5.62E-01,5.28E-01
0.75,,5.66E-01,5.30E-01
0.752,,5.69E-01,5.32E-01
0.754,,5.73E-01,5.34E-01
0.756,,5.76E-01,5.37E-01
0.758,,5.80E-01,5.39E-01
0.76,,5.83E-01,5.41E-01
0.762,,5.86E-01,5.43E-01
0.764,,5.90E-01,5.45E-01
0.766,,5.93E-01,5.48E-01
0.768,,5.96E-01,5.50E-01
0.77,,6.00E-01,5.52E-01
0.772,,6.03E-01,5.55E-01
0.774,,6.06E-01,5.57E-01
0.776,,6.09E-01,5.60E-01
0.778,,6.12E-01,5.62E-01
0.78,,6.14E-01,5.65E-01
0.782,,6.17E-01,5.67E-01
0.784,,6.20E-01,5.70E-01
0.786,,6.22E-01,5.72E-01
0.788,,6.25E-01,5.75E-01
0.79,,6.27E-01,5.78E-01
0.792,,6.30E-01,5.80E-01
0.794,,6.32E-01,5.83E-01
0.796,,6.34E-01,5.85E-01
0.798,,6.36E-01,5.88E-01
0.8,,6.38E-01,5.90E-01
0.802,,6.40E-01,5.93E-01
0.804,,6.41E-01,5.95E-01
0.806,,6.43E-01,5.98E-01
0.808,,6.44E-01,6.00E-01
0.81,,6.46E-01,6.03E-01
0.812,,6.47E-01,6.05E-01
0.814,,6.48E-01,6.07E-01
0.816,,6.49E-01,6.09E-01
0.818,,6.49E-01,6.12E-01
0.82,,6.50E-01,6.14E-01
0.822,,6.50E-01,6.16E-01
0.824,,6.51E-01,6.17E-01
0.826,,6.51E-01,6.19E-01
0.828,,6.51E-01,6.21E-01
0.83,,6.51E-01,6.23E-01
0.832,,6.50E-01,6.24E-01
0.834,,6.50E-01,6.25E-01
0.836,,6.49E-01,6.27E-01
0.838,,6.48E-01,6.28E-01
0.84,,6.47E-01,6.29E-01
0.842,,6.46E-01,6.30E-01
0.844,,6.45E-01,6.30E-01
0.846,,6.43E-01,6.31E-01
0.848,,6.41E-01,6.31E-01
0.85,,6.39E-01,6.32E-01
0.852,,6.37E-01,6.32E-01
0.854,,6.35E-01,6.32E-01
0.856,,6.33E-01,6.31E-01
0.858,,6.30E-01,6.31E-01
0.86,,6.27E-01,6.30E-01
0.862,,6.24E-01,6.29E-01
0.864,,6.21E-01,6.28E-01
0.866,,6.17E-01,6.27E-01
0.868,,6.14E-01,6.25E-01
0.87,,6.10E-01,6.24E-01
0.872,,6.06E-01,6.22E-01
0.874,,6.01E-01,6.19E-01
0.876,,5.97E-01,6.17E-01
0.878,,5.92E-01,6.14E-01
0.88,,5.87E-01,6.12E-01
0.882,,5.82E-01,6.08E-01
0.884,,5.77E-01,6.05E-01
0.886,,5.72E-01,6.01E-01
0.888,,5.66E-01,5.97E-01
0.89,,5.60E-01,5.93E-01
0.892,,5.54E-01,5.89E-01
0.894,,5.48E-01,5.84E-01
0.896,,5.42E-01,5.79E-01
0.898,,5.35E-01,5.74E-01
0.9,,5.28E-01,5.69E-01
0.902,,5.21E-01,5.63E-01
0.904,,5.14E-01,5.57E-01
0.906,,5.07E-01,5.50E-01
0.908,,4.99E-01,5.44E-01
0.91,,4.91E-01,5.37E-01
0.912,,4.83E-01,5.30E-01
0.914,,4.75E-01,5.23E-01
0.916,,4.67E-01,5.15E-01
0.918,,4.58E-01,5.07E-01
0.92,,4.50E-01,4.99E-01
0.922,,4.41E-01,4.90E-01
0.924,,4.32E-01,4.82E-01
0.926,,4.23E-01,4.73E-01
0.928,,4.13E-01,4.63E-01
0.93,,4.04E-01,4.54E-01
0.932,,3.94E-01,4.44E-01
0.934,,3.84E-01,4.34E-01
0.936,,3.74E-01,4.24E-01
0.938,,3.64E-01,4.13E-01
0.94,,3.54E-01,4.03E-01
0.942,,3.44E-01,3.92E-01
0.944,,3.33E-01,3.80E-01
0.946,,3.22E-01,3.69E-01
0.948,,3.12E-01,3.57E-01
0.95,,3.01E-01,3.45E-01
0.952,,2.90E-01,3.33E-01
0.954,,2.79E-01,3.21E-01
0.956,,2.67E-01,3.08E-01
0.958,,2.56E-01,2.96E-01
0.96,,2.44E-01,2.83E-01
0.962,,2.33E-01,2.70E-01
0.964,,2.21E-01,2.57E-01
0.966,,2.09E-01,2.43E-01
0.968,,1.98E-01,2.30E-01
0.97,,1.86E-01,2.16E-01
0.972,,1.74E-01,2.02E-01
0.974,,1.61E-01,1.89E-01
0.976,,1.49E-01,1.74E-01
0.978,,1.37E-01,1.60E-01
0.98,,1.25E-01,1.46E-01
0.982,,1.12E-01,1.32E-01
0.984,,1.00E-01,1.17E-01
0.986,,8.77E-02,1.03E-01
0.988,,7.52E-02,8.83E-02
0.99,,6.27E-02,7.36E-02
0.992,,5.02E-02,5.90E-02
0.994,,3.77E-02,4.43E-02
0.996,,2.51E-02,2.95E-02
0.998,,1.26E-02,1.48E-02
1,,-9.44E-15,-1.12E-14
